Id	HS_gene_id	Gene	Description	HS	GG	NL	PT	HS_aa	PT_aa	GG_aa	NL_aa	overlap	AbsId	Subs	HS_Subs	PT_Subs	GG_Subs	NL_Subs	#1#_Subs	%AbsId	%Subs	%HS_Subs	%PT_Subs	%GG_Subs	%NL_Subs	%#1#_Subs	%NoId
ENST00000314103	ENSG00000159259	CHAF1B	chromatin assembly factor 1 subunit B 	ENST00000314103	ENSGGOT00000015782	ENSNLET00000005689	ENSPTRT00000093991	559	559	559	559	558	547	11	0	1	3	5	1	98.0286738351255	1.97132616487455	0	0.17921146953405	0.537634408602151	0.896057347670251	0.17921146953405	0
ENST00000314117	ENSG00000181826	RELL1	RELT like 1 	ENST00000314117	ENSGGOT00000014993	ENSNLET00000049788	ENSPTRT00000029812	271	271	271	271	271	268	3	0	0	2	1	0	98.8929889298893	1.1070110701107	0	0	0.738007380073801	0.3690036900369	0	0
ENST00000314121	ENSG00000118156	ZNF541	zinc finger protein 541 	ENST00000314121	ENSGGOT00000000279	ENSNLET00000044060	ENSPTRT00000020836	1365	1355	1365	1143	1089	1037	52	4	4	5	36	1	95.2249770431589	4.77502295684114	0.367309458218549	0.367309458218549	0.459136822773186	3.30578512396694	0.091827364554637	0
ENST00000314124	ENSG00000088726	TMEM40	transmembrane protein 40 	ENST00000314124	ENSGGOT00000033074	ENSNLET00000006082	ENSPTRT00000108852	233	234	233	231	231	221	10	0	3	1	6	0	95.6709956709957	4.32900432900433	0	1.2987012987013	0.432900432900433	2.5974025974026	0	0
ENST00000314128	ENSG00000170581	STAT2	signal transducer and activator of transcription 2 	ENST00000314128	ENSGGOT00000006165	ENSNLET00000043821	ENSPTRT00000091228	851	851	853	852	814	795	19	1	1	4	11	0	97.6658476658477	2.33415233415234	0.122850122850123	0.122850122850123	0.491400491400491	1.35135135135135	0	0
ENST00000314134	ENSG00000181830	SLC35C1	solute carrier family 35 member C1 	ENST00000314134	ENSGGOT00000001336	ENSNLET00000022950	ENSPTRT00000006653	364	364	364	351	351	340	11	1	2	2	5	1	96.8660968660969	3.13390313390313	0.284900284900285	0.56980056980057	0.56980056980057	1.42450142450142	0.284900284900285	0
ENST00000314138	ENSG00000166441	RPL27A	ribosomal protein L27a 	ENST00000314138	ENSGGOT00000064110	ENSNLET00000034694	ENSPTRT00000079125	148	148	148	148	148	148	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000314144	ENSG00000132141	CCT6B	chaperonin containing TCP1 subunit 6B 	ENST00000314144	ENSGGOT00000043875	ENSNLET00000051813	ENSPTRT00000088356	530	553	533	544	515	499	16	1	3	6	3	2	96.8932038834952	3.10679611650485	0.194174757281553	0.58252427184466	1.16504854368932	0.58252427184466	0.388349514563107	0
ENST00000314167	ENSG00000178950	GAK	cyclin G associated kinase 	ENST00000314167	ENSGGOT00000000746	ENSNLET00000001192	ENSPTRT00000103602	1311	1260	1302	1220	1072	1042	30	1	3	6	16	3	97.2014925373134	2.79850746268657	0.093283582089552	0.279850746268657	0.559701492537313	1.49253731343284	0.279850746268657	0
ENST00000314191	ENSG00000253729	PRKDC	protein kinase%2C DNA-activated%2C catalytic subunit 	ENST00000314191	ENSGGOT00000006103	ENSNLET00000016941	ENSPTRT00000050339	4128	4128	3503	3853	3141	3091	50	6	6	5	28	1	98.4081502706145	1.59184972938554	0.191021967526266	0.191021967526266	0.159184972938555	0.891435848455906	0.031836994587711	0
ENST00000314251	ENSG00000163581	SLC2A2	solute carrier family 2 member 2 	ENST00000314251	ENSGGOT00000033201	ENSNLET00000006748	ENSPTRT00000029124	524	524	524	524	524	511	13	1	0	3	9	0	97.5190839694657	2.48091603053435	0.190839694656489	0	0.572519083969466	1.7175572519084	0	0
ENST00000314276	ENSG00000111077	TNS2	tensin 2 	ENST00000314276	ENSGGOT00000014921	ENSNLET00000022606	ENSPTRT00000110372	1419	1419	1419	1361	1361	1328	33	1	4	4	24	0	97.5753122703894	2.42468772961058	0.073475385745775	0.293901542983101	0.293901542983101	1.7634092578986	0	0
ENST00000314289	ENSG00000063978	RNF4	ring finger protein 4 	ENST00000314289	ENSGGOT00000057389	ENSNLET00000047148	ENSPTRT00000079653	190	190	190	190	190	189	1	0	0	0	1	0	99.4736842105263	0.526315789473685	0	0	0	0.526315789473684	0	0
ENST00000314332	ENSG00000180596	HIST1H2BC	histone cluster 1 H2B family member c 	ENST00000314332	ENSGGOT00000042797	ENSNLET00000053099	ENSPTRT00000089061	126	126	126	126	126	126	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000314340	ENSG00000177674	AGTRAP	angiotensin II receptor associated protein 	ENST00000314340	ENSGGOT00000024346	ENSNLET00000012338	ENSPTRT00000083954	159	168	159	159	150	146	4	0	1	0	3	0	97.3333333333333	2.66666666666667	0	0.666666666666667	0	2	0	0
ENST00000314355	ENSG00000123975	CKS2	CDC28 protein kinase regulatory subunit 2 	ENST00000314355	ENSGGOT00000032922	ENSNLET00000055222	ENSPTRT00000039016	79	79	79	79	79	78	1	0	0	0	1	0	98.7341772151899	1.26582278481013	0	0	0	1.26582278481013	0	0
ENST00000314358	ENSG00000120733	KDM3B	lysine demethylase 3B 	ENST00000314358	ENSGGOT00000000839	ENSNLET00000057719	ENSPTRT00000031991	1761	1761	1761	2025	1615	1596	19	3	1	0	15	0	98.8235294117647	1.17647058823529	0.185758513931889	0.061919504643963	0	0.928792569659443	0	0
ENST00000314400	ENSG00000163608	NEPRO	nucleolus and neural progenitor protein 	ENST00000314400	ENSGGOT00000009317	ENSNLET00000044810	ENSPTRT00000104827	567	567	567	543	536	514	22	2	2	0	15	1	95.8955223880597	4.1044776119403	0.373134328358209	0.373134328358209	0	2.79850746268657	0.186567164179104	0
ENST00000314412	ENSG00000180549	FUT7	fucosyltransferase 7 	ENST00000314412	ENSGGOT00000011739	ENSNLET00000011316	ENSPTRT00000081105	342	342	342	342	342	329	13	1	2	1	9	0	96.1988304093567	3.80116959064327	0.292397660818713	0.584795321637427	0.292397660818713	2.63157894736842	0	0
ENST00000314471	ENSG00000179134	SAMD4B	sterile alpha motif domain containing 4B 	ENST00000314471	ENSGGOT00000033805	ENSNLET00000018458	ENSPTRT00000087570	694	694	647	679	510	506	4	0	0	1	3	0	99.2156862745098	0.784313725490193	0	0	0.196078431372549	0.588235294117647	0	0
ENST00000314475	ENSG00000181264	TMEM136	TLC domain containing 5 	ENST00000314475	ENSGGOT00000058658	ENSNLET00000009454	ENSPTRT00000055169	267	267	267	267	267	262	5	0	1	1	2	1	98.12734082397	1.87265917602996	0	0.374531835205993	0.374531835205993	0.749063670411985	0.374531835205993	0
ENST00000314565	ENSG00000165714	BORCS5	BLOC-1 related complex subunit 5 	ENST00000314565	ENSGGOT00000023621	ENSNLET00000004511	ENSPTRT00000044311	196	196	196	196	195	193	2	0	1	0	1	0	98.974358974359	1.02564102564102	0	0.512820512820513	0	0.512820512820513	0	0
ENST00000314567	ENSG00000205643	CDPF1	cysteine rich DPF motif domain containing 1 	ENST00000314567	ENSGGOT00000028846	ENSNLET00000020062	ENSPTRT00000056815	123	118	123	123	118	110	8	2	0	1	4	1	93.2203389830509	6.77966101694915	1.69491525423729	0	0.847457627118644	3.38983050847458	0.847457627118644	0
ENST00000314583	ENSG00000180353	HCLS1	hematopoietic cell-specific Lyn substrate 1 	ENST00000314583	ENSGGOT00000016850	ENSNLET00000000225	ENSPTRT00000028535	486	484	484	476	474	460	14	4	0	3	7	0	97.0464135021097	2.9535864978903	0.843881856540084	0	0.632911392405063	1.47679324894515	0	0
ENST00000314586	ENSG00000179044	EXOC3L1	exocyst complex component 3 like 1 	ENST00000314586	ENSGGOT00000023478	ENSNLET00000005589	ENSPTRT00000015153	746	746	746	740	734	707	27	4	1	6	12	3	96.3215258855586	3.67847411444141	0.544959128065395	0.136239782016349	0.817438692098093	1.63487738419619	0.408719346049046	0
ENST00000314622	ENSG00000178694	NSUN3	NOP2/Sun RNA methyltransferase 3 	ENST00000314622	ENSGGOT00000013314	ENSNLET00000054891	ENSPTRT00000028308	340	340	340	340	340	332	8	2	1	1	3	1	97.6470588235294	2.35294117647059	0.588235294117647	0.294117647058823	0.294117647058823	0.882352941176471	0.294117647058823	0
ENST00000314666	ENSG00000178921	PFAS	phosphoribosylformylglycinamidine synthase 	ENST00000314666	ENSGGOT00000008645	ENSNLET00000012718	ENSPTRT00000072582	1338	1338	1338	1108	1078	1041	37	5	6	3	22	1	96.5677179962894	3.43228200371057	0.463821892393321	0.556586270871985	0.278293135435993	2.04081632653061	0.092764378478664	0
ENST00000314673	ENSG00000135317	SNX14	sorting nexin 14 	ENST00000314673	ENSGGOT00000066987	ENSNLET00000042225	ENSPTRT00000034006	946	937	946	946	937	935	2	0	0	0	2	0	99.786552828175	0.213447171824967	0	0	0	0.213447171824973	0	0
ENST00000314727	ENSG00000177570	SAMD12	sterile alpha motif domain containing 12 	ENST00000314727	ENSGGOT00000001726	ENSNLET00000054703	ENSPTRT00000087040	201	201	196	196	196	190	6	0	0	0	5	0	96.9387755102041	3.06122448979592	0	0	0	2.55102040816327	0	0
ENST00000314737	ENSG00000004777	ARHGAP33	Rho GTPase activating protein 33 	ENST00000314737	ENSGGOT00000030869	ENSNLET00000014582	ENSPTRT00000020120	1126	1142	1142	1125	892	882	10	2	2	2	4	0	98.8789237668162	1.12107623318386	0.224215246636771	0.224215246636771	0.224215246636771	0.448430493273543	0	0
ENST00000314742	ENSG00000140471	LINS1	lines homolog 1 	ENST00000314742	ENSGGOT00000004655	ENSNLET00000001272	ENSPTRT00000046964	757	757	757	757	754	705	49	6	2	8	29	2	93.5013262599469	6.49867374005305	0.795755968169761	0.26525198938992	1.06100795755968	3.84615384615385	0.26525198938992	0
ENST00000314744	ENSG00000181965	NEUROG1	neurogenin 1 	ENST00000314744	ENSGGOT00000002854	ENSNLET00000023485	ENSPTRT00000031947	237	237	237	237	237	231	6	1	1	1	3	0	97.4683544303798	2.53164556962025	0.421940928270042	0.421940928270042	0.421940928270042	1.26582278481013	0	0
ENST00000314756	ENSG00000149292	TTC12	tetratricopeptide repeat domain 12 	ENST00000314756	ENSGGOT00000003251	ENSNLET00000009336	ENSPTRT00000007987	732	732	732	732	732	702	30	4	3	4	14	2	95.9016393442623	4.09836065573771	0.546448087431694	0.40983606557377	0.546448087431694	1.91256830601093	0.273224043715847	0
ENST00000314759	ENSG00000165480	SKA3	spindle and kinetochore associated complex subunit 3 	ENST00000314759	ENSGGOT00000014542	ENSNLET00000002647	ENSPTRT00000084404	412	412	412	412	412	401	11	1	2	1	7	0	97.3300970873786	2.66990291262135	0.242718446601942	0.485436893203883	0.242718446601942	1.69902912621359	0	0
ENST00000314761	ENSG00000115368	WDR75	WD repeat domain 75 	ENST00000314761	ENSGGOT00000027275	ENSNLET00000008399	ENSPTRT00000023594	830	830	830	830	830	817	13	1	3	2	7	0	98.433734939759	1.56626506024097	0.120481927710843	0.36144578313253	0.240963855421687	0.843373493975904	0	0
ENST00000314797	ENSG00000181789	COPG1	coatomer protein complex subunit gamma 1 	ENST00000314797	ENSGGOT00000050790	ENSNLET00000018538	ENSPTRT00000084946	874	880	880	872	820	816	4	0	0	0	2	0	99.5121951219512	0.487804878048777	0	0	0	0.24390243902439	0	0
ENST00000314830	ENSG00000095370	SH2D3C	SH2 domain containing 3C 	ENST00000314830	ENSGGOT00000011088	ENSNLET00000033126	ENSPTRT00000039587	860	860	860	858	850	826	24	1	1	3	18	1	97.1764705882353	2.82352941176471	0.117647058823529	0.117647058823529	0.352941176470588	2.11764705882353	0.117647058823529	0
ENST00000314891	ENSG00000176454	LPCAT4	lysophosphatidylcholine acyltransferase 4 	ENST00000314891	ENSGGOT00000007703	ENSNLET00000014193	ENSPTRT00000012701	524	524	524	520	454	450	4	1	0	1	1	0	99.1189427312775	0.881057268722472	0.220264317180617	0	0.220264317180617	0.220264317180617	0	0
ENST00000314922	ENSG00000181195	PENK	proenkephalin 	ENST00000314922	ENSGGOT00000016317	ENSNLET00000001627	ENSPTRT00000037552	267	267	267	267	267	261	6	1	0	1	3	1	97.7528089887641	2.24719101123596	0.374531835205993	0	0.374531835205993	1.12359550561798	0.374531835205993	0
ENST00000315005	ENSG00000161692	DBF4B	DBF4 zinc finger B 	ENST00000315005	ENSGGOT00000003546	ENSNLET00000006661	ENSPTRT00000065696	615	615	615	407	388	370	18	3	3	1	10	1	95.360824742268	4.63917525773196	0.77319587628866	0.77319587628866	0.257731958762887	2.57731958762887	0.257731958762887	0
ENST00000315033	ENSG00000181656	GPR88	G protein-coupled receptor 88 	ENST00000315033	ENSGGOT00000008528	ENSNLET00000054863	ENSPTRT00000001889	384	384	300	231	225	223	2	0	0	0	2	0	99.1111111111111	0.888888888888886	0	0	0	0.888888888888889	0	0
ENST00000315050	ENSG00000145901	TNIP1	TNFAIP3 interacting protein 1 	ENST00000315050	ENSGGOT00000054286	ENSNLET00000013692	ENSPTRT00000082718	636	645	645	619	588	580	8	0	2	1	4	0	98.6394557823129	1.36054421768708	0	0.340136054421769	0.170068027210884	0.680272108843537	0	0
ENST00000315099	ENSG00000178750	STX19	syntaxin 19 	ENST00000315099	ENSGGOT00000008884	ENSNLET00000002433	ENSPTRT00000028306	294	294	294	294	294	286	8	0	2	0	6	0	97.2789115646259	2.72108843537416	0	0.680272108843537	0	2.04081632653061	0	0
ENST00000315127	ENSG00000179151	EDC3	enhancer of mRNA decapping 3 	ENST00000315127	ENSGGOT00000003570	ENSNLET00000018615	ENSPTRT00000013442	508	508	508	456	456	453	3	1	0	0	2	0	99.3421052631579	0.65789473684211	0.219298245614035	0	0	0.43859649122807	0	0
ENST00000315150	ENSG00000172780	RAB43	RAB43%2C member RAS oncogene family 	ENST00000315150	ENSGGOT00000003722	ENSNLET00000046503	ENSPTRT00000084494	212	212	212	212	212	212	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000315190	ENSG00000180440	SERTM1	serine rich and transmembrane domain containing 1 	ENST00000315190	ENSGGOT00000067833	ENSNLET00000034035	ENSPTRT00000086996	107	107	107	107	107	107	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000315212	ENSG00000171865	RNASEH1	ribonuclease H1 	ENST00000315212	ENSGGOT00000041057	ENSNLET00000019623	ENSPTRT00000021649	286	286	286	246	244	232	12	0	0	5	5	0	95.0819672131147	4.91803278688525	0	0	2.04918032786885	2.04918032786885	0	0
ENST00000315251	ENSG00000016391	CHDH	choline dehydrogenase 	ENST00000315251	ENSGGOT00000001481	ENSNLET00000009238	ENSPTRT00000028139	594	594	594	594	594	579	15	1	3	3	8	0	97.4747474747475	2.52525252525253	0.168350168350168	0.505050505050505	0.505050505050505	1.34680134680135	0	0
ENST00000315285	ENSG00000021574	SPAST	spastin 	ENST00000315285	ENSGGOT00000029155	ENSNLET00000019917	ENSPTRT00000021983	616	616	477	616	477	476	1	0	0	0	1	0	99.79035639413	0.209643605870028	0	0	0	0.209643605870021	0	0
ENST00000315322	ENSG00000128581	IFT22	intraflagellar transport 22 	ENST00000315322	ENSGGOT00000015399	ENSNLET00000010586	ENSPTRT00000036166	185	185	177	151	107	103	4	0	0	1	3	0	96.2616822429907	3.73831775700934	0	0	0.934579439252336	2.80373831775701	0	0
ENST00000315323	ENSG00000180340	FZD2	frizzled class receptor 2 	ENST00000315323	ENSGGOT00000006836	ENSNLET00000006701	ENSPTRT00000017052	565	548	561	543	519	518	1	0	0	0	1	0	99.8073217726397	0.192678227360304	0	0	0	0.192678227360308	0	0
ENST00000315366	ENSG00000180801	ARSJ	arylsulfatase family member J 	ENST00000315366	ENSGGOT00000012745	ENSNLET00000020640	ENSPTRT00000030477	599	598	599	597	594	588	6	1	0	0	5	0	98.989898989899	1.01010101010101	0.168350168350168	0	0	0.841750841750842	0	0
ENST00000315367	ENSG00000175895	PLEKHF2	pleckstrin homology and FYVE domain containing 2 	ENST00000315367	ENSGGOT00000033473	ENSNLET00000049599	ENSPTRT00000091067	249	249	249	249	249	248	1	0	0	0	1	0	99.5983935742972	0.401606425702809	0	0	0	0.401606425702811	0	0
ENST00000315392	ENSG00000161381	PLXDC1	plexin domain containing 1 	ENST00000315392	ENSGGOT00000058235	ENSNLET00000040295	ENSPTRT00000016727	500	500	500	474	474	457	17	3	0	3	9	0	96.4135021097046	3.58649789029536	0.632911392405063	0	0.632911392405063	1.89873417721519	0	0
ENST00000315396	ENSG00000105479	CCDC114	coiled-coil domain containing 114 	ENST00000315396	ENSGGOT00000001258	ENSNLET00000005543	ENSPTRT00000020870	670	670	670	670	670	630	40	6	2	7	21	3	94.0298507462687	5.97014925373135	0.895522388059701	0.298507462686567	1.04477611940299	3.13432835820896	0.447761194029851	0
ENST00000315567	ENSG00000169288	MRPL1	mitochondrial ribosomal protein L1 	ENST00000315567	ENSGGOT00000001314	ENSNLET00000057784	ENSPTRT00000030150	325	325	325	331	315	307	8	0	0	2	6	0	97.4603174603175	2.53968253968254	0	0	0.634920634920635	1.9047619047619	0	0
ENST00000315571	ENSG00000179241	LDLRAD3	low density lipoprotein receptor class A domain containing 3 	ENST00000315571	ENSGGOT00000016682	ENSNLET00000022892	ENSPTRT00000006605	345	345	345	345	345	344	1	0	0	1	0	0	99.7101449275362	0.289855072463766	0	0	0.289855072463768	0	0	0
ENST00000315579	ENSG00000010292	NCAPD2	non-SMC condensin I complex subunit D2 	ENST00000315579	ENSGGOT00000009585	ENSNLET00000004848	ENSPTRT00000107444	1401	1401	1401	1401	1400	1364	36	3	3	8	20	2	97.4285714285714	2.57142857142857	0.214285714285714	0.214285714285714	0.571428571428571	1.42857142857143	0.142857142857143	0
ENST00000315580	ENSG00000182196	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4 	ENST00000315580	ENSGGOT00000067487	ENSNLET00000037670	ENSPTRT00000010271	421	421	421	227	210	201	9	3	2	0	4	0	95.7142857142857	4.28571428571429	1.42857142857143	0.952380952380952	0	1.9047619047619	0	0
ENST00000315596	ENSG00000083642	PDS5B	PDS5 cohesin associated factor B 	ENST00000315596	ENSGGOT00000004982	ENSNLET00000032512	ENSPTRT00000010618	1447	1447	1448	1448	1447	1446	1	0	0	1	0	0	99.9308914996545	0.069108500345536	0	0	0.069108500345543	0	0	0
ENST00000315616	ENSG00000166133	RPUSD2	RNA pseudouridine synthase domain containing 2 	ENST00000315616	ENSGGOT00000006712	ENSNLET00000033168	ENSPTRT00000012765	545	545	545	545	536	515	21	3	0	6	10	1	96.0820895522388	3.91791044776119	0.559701492537313	0	1.11940298507463	1.86567164179104	0.186567164179104	0
ENST00000315658	ENSG00000115459	ELMOD3	ELMO domain containing 3 	ENST00000315658	ENSGGOT00000063609	ENSNLET00000002081	ENSPTRT00000106154	391	391	391	391	388	367	21	1	1	2	15	1	94.5876288659794	5.41237113402062	0.257731958762887	0.257731958762887	0.515463917525773	3.8659793814433	0.257731958762887	0
ENST00000315660	ENSG00000157514	TSC22D3	TSC22 domain family member 3 	ENST00000315660	ENSGGOT00000005218	ENSNLET00000040212	ENSPTRT00000041273	200	200	200	200	200	196	4	0	1	1	2	0	98	2	0	0.5	0.5	1	0	0
ENST00000315677	ENSG00000170579	DLGAP1	DLG associated protein 1 	ENST00000315677	ENSGGOT00000041000	ENSNLET00000042802	ENSPTRT00000018079	977	977	977	977	977	976	1	1	0	0	0	0	99.8976458546571	0.102354145342886	0.102354145342886	0	0	0	0	0
ENST00000315691	ENSG00000181744	C3orf58	divergent protein kinase domain 2A 	ENST00000315691	ENSGGOT00000015195	ENSNLET00000006401	ENSPTRT00000028903	430	430	430	430	430	429	1	1	0	0	0	0	99.7674418604651	0.232558139534888	0.232558139534884	0	0	0	0	0
ENST00000315717	ENSG00000163466	ARPC2	actin related protein 2/3 complex subunit 2 	ENST00000315717	ENSGGOT00000008461	ENSNLET00000036506	ENSPTRT00000083583	300	306	306	275	264	264	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000315732	ENSG00000181817	LSM10	LSM10%2C U7 small nuclear RNA associated 	ENST00000315732	ENSGGOT00000003574	ENSNLET00000050546	ENSPTRT00000001056	123	123	123	123	123	120	3	0	0	1	1	1	97.5609756097561	2.4390243902439	0	0	0.813008130081301	0.813008130081301	0.813008130081301	0
ENST00000315758	ENSG00000146701	MDH2	malate dehydrogenase 2 	ENST00000315758	ENSGGOT00000011836	ENSNLET00000055654	ENSPTRT00000035742	338	338	338	330	326	323	3	0	0	2	1	0	99.079754601227	0.920245398773005	0	0	0.613496932515337	0.306748466257669	0	0
ENST00000315765	ENSG00000181333	HEPHL1	hephaestin like 1 	ENST00000315765	ENSGGOT00000024925	ENSNLET00000009066	ENSPTRT00000007798	1159	1159	1159	1153	1153	1125	28	1	3	5	19	0	97.5715524718127	2.42844752818733	0.086730268863834	0.2601908065915	0.433651344319167	1.64787510841284	0	0
ENST00000315792	ENSG00000176907	TCIM	transcriptional and immune response regulator 	ENST00000315792	ENSGGOT00000046215	ENSNLET00000051821	ENSPTRT00000084243	106	106	106	106	106	101	5	2	0	0	3	0	95.2830188679245	4.71698113207547	1.88679245283019	0	0	2.83018867924528	0	0
ENST00000315796	ENSG00000172878	METAP1D	methionyl aminopeptidase type 1D%2C mitochondrial 	ENST00000315796	ENSGGOT00000054036	ENSNLET00000047448	ENSPTRT00000091183	335	335	335	335	335	328	7	1	0	1	5	0	97.910447761194	2.08955223880596	0.298507462686567	0	0.298507462686567	1.49253731343284	0	0
ENST00000315843	ENSG00000175697	GPR156	G protein-coupled receptor 156 	ENST00000315843	ENSGGOT00000048963	ENSNLET00000006482	ENSPTRT00000028520	814	814	813	814	801	761	40	3	1	8	23	3	95.0062421972534	4.99375780274657	0.374531835205993	0.124843945068664	0.998751560549313	2.87141073657928	0.374531835205993	0
ENST00000315870	ENSG00000071243	ING3	inhibitor of growth family member 3 	ENST00000315870	ENSGGOT00000004372	ENSNLET00000058485	ENSPTRT00000036348	418	418	353	418	353	352	1	0	0	1	0	0	99.7167138810198	0.283286118980172	0	0	0.28328611898017	0	0	0
ENST00000315891	ENSG00000114544	SLC41A3	solute carrier family 41 member 3 	ENST00000315891	ENSGGOT00000007527	ENSNLET00000001164	ENSPTRT00000043707	507	507	507	507	504	493	11	2	1	1	7	0	97.8174603174603	2.18253968253968	0.396825396825397	0.198412698412698	0.198412698412698	1.38888888888889	0	0
ENST00000315927	ENSG00000180667	YOD1	YOD1 deubiquitinase 	ENST00000315927	ENSGGOT00000006437	ENSNLET00000001199	ENSPTRT00000087761	348	348	348	348	348	341	7	0	2	1	2	0	97.9885057471264	2.01149425287356	0	0.574712643678161	0.28735632183908	0.574712643678161	0	0
ENST00000315948	ENSG00000176018	LYSMD3	LysM domain containing 3 	ENST00000315948	ENSGGOT00000060455	ENSNLET00000017547	ENSPTRT00000102006	306	306	306	306	306	298	8	1	1	2	3	1	97.3856209150327	2.61437908496733	0.326797385620915	0.326797385620915	0.65359477124183	0.980392156862745	0.326797385620915	0
ENST00000315962	ENSG00000147573	TRIM55	tripartite motif containing 55 	ENST00000315962	ENSGGOT00000009667	ENSNLET00000013578	ENSPTRT00000037598	548	548	548	547	547	532	15	3	0	2	10	0	97.2577696526508	2.74223034734918	0.548446069469835	0	0.36563071297989	1.82815356489945	0	0
ENST00000315965	ENSG00000253276	CCDC71L	coiled-coil domain containing 71 like 	ENST00000315965	ENSGGOT00000060110	ENSNLET00000011301	ENSPTRT00000107987	316	311	279	293	257	244	13	3	1	5	4	0	94.9416342412451	5.05836575875486	1.16731517509728	0.389105058365759	1.94552529182879	1.55642023346304	0	0
ENST00000315970	ENSG00000135506	OS9	OS9 endoplasmic reticulum lectin 	ENST00000315970	ENSGGOT00000042573	ENSNLET00000038080	ENSPTRT00000076624	667	730	730	667	648	638	10	0	2	3	4	1	98.4567901234568	1.54320987654322	0	0.308641975308642	0.462962962962963	0.617283950617284	0.154320987654321	0
ENST00000315985	ENSG00000221914	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha 	ENST00000315985	ENSGGOT00000011543	ENSNLET00000048027	ENSPTRT00000086114	457	457	457	445	445	444	1	0	0	1	0	0	99.7752808988764	0.224719101123597	0	0	0.224719101123595	0	0	0
ENST00000315987	ENSG00000171385	KCND3	potassium voltage-gated channel subfamily D member 3 	ENST00000315987	ENSGGOT00000015637	ENSNLET00000005208	ENSPTRT00000073750	655	655	655	655	655	655	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000316077	ENSG00000129680	MAP7D3	MAP7 domain containing 3 	ENST00000316077	ENSGGOT00000060953	ENSNLET00000003394	ENSPTRT00000093107	876	876	876	857	847	805	42	3	5	6	23	3	95.0413223140496	4.95867768595042	0.354191263282172	0.590318772136954	0.708382526564345	2.71546635182999	0.354191263282172	0
ENST00000316081	ENSG00000180113	TDRD6	tudor domain containing 6 	ENST00000316081	ENSGGOT00000013021	ENSNLET00000005741	ENSPTRT00000102396	2096	2097	2096	2094	2071	1964	107	5	5	20	70	4	94.8334138097537	5.16658619024626	0.241429261226461	0.241429261226461	0.965717044905843	3.38000965717045	0.193143408981169	0
ENST00000316082	ENSG00000168256	NKIRAS2	NFKB inhibitor interacting Ras like 2 	ENST00000316082	ENSGGOT00000001008	ENSNLET00000050272	ENSPTRT00000079332	229	229	229	231	229	226	3	0	1	0	2	0	98.6899563318777	1.31004366812228	0	0.436681222707424	0	0.873362445414847	0	0
ENST00000316084	ENSG00000198034	RPS4X	ribosomal protein S4 X-linked 	ENST00000316084	ENSGGOT00000029633	ENSNLET00000023130	ENSPTRT00000040988	263	263	263	263	263	263	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000316099	ENSG00000101076	HNF4A	hepatocyte nuclear factor 4 alpha 	ENST00000316099	ENSGGOT00000007019	ENSNLET00000008421	ENSPTRT00000096740	474	474	474	473	473	471	2	1	0	0	0	1	99.5771670190275	0.422832980972515	0.211416490486258	0	0	0	0.211416490486258	0
ENST00000316149	ENSG00000123545	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4 	ENST00000316149	ENSGGOT00000068039	ENSNLET00000017268	ENSPTRT00000034071	175	175	175	175	175	169	6	0	1	0	5	0	96.5714285714286	3.42857142857143	0	0.571428571428571	0	2.85714285714286	0	0
ENST00000316218	ENSG00000065485	PDIA5	protein disulfide isomerase family A member 5 	ENST00000316218	ENSGGOT00000006759	ENSNLET00000000422	ENSPTRT00000100319	519	519	519	424	365	352	13	2	1	1	9	0	96.4383561643836	3.56164383561644	0.547945205479452	0.273972602739726	0.273972602739726	2.46575342465753	0	0
ENST00000316292	ENSG00000156508	EEF1A1	eukaryotic translation elongation factor 1 alpha 1 	ENST00000316292	ENSGGOT00000023460	ENSNLET00000032887	ENSPTRT00000048233	462	462	462	462	462	462	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000316299	ENSG00000181929	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1 	ENST00000316299	ENSGGOT00000042766	ENSNLET00000059035	ENSPTRT00000107625	340	333	333	333	311	309	2	0	1	0	1	0	99.3569131832797	0.643086816720256	0	0.321543408360129	0	0.321543408360129	0	0
ENST00000316308	ENSG00000113240	CLK4	CDC like kinase 4 	ENST00000316308	ENSGGOT00000014302	ENSNLET00000020165	ENSPTRT00000032549	481	481	418	481	405	400	5	0	0	2	3	0	98.7654320987654	1.23456790123457	0	0	0.493827160493827	0.740740740740741	0	0
ENST00000316334	ENSG00000139517	LNX2	ligand of numb-protein X 2 	ENST00000316334	ENSGGOT00000016225	ENSNLET00000000444	ENSPTRT00000010555	690	690	690	690	690	680	10	2	1	1	6	0	98.5507246376812	1.44927536231884	0.289855072463768	0.144927536231884	0.144927536231884	0.869565217391304	0	0
